ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMTPO22N000000001,장소,문화시설,10081284,CGV,북포항점,,100208,CGV,4711310700102350004,경상북도,포항시 북구,덕산동,,235-4,4711310700,4711352000,471133303017,서동로,93,129.3681986,36.04070751,마마682842,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000002,장소,문화시설,10210261,CGV,김해점,,100208,CGV,4825010800111310004,경상남도,김해시,내동,,1131-4,4825010800,4825054000,482503335013,내외중앙로,137,128.8686045,35.24220434,마라245949,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000003,장소,문화시설,10253565,메가박스,제천점,,100212,메가박스,4315010400111450000,충청북도,제천시,남천동,,1145,4315010400,4315053700,431504517810,의병대로18길,1,128.2123407,37.1352931,라사632043,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000004,장소,문화시설,10253568,제물포극장,,,100202,일반극장/영화관,2817710100100530006,인천광역시,미추홀구,숭의동,,53-6,2817710100,2817753000,281773151011,수봉로,3,126.6565312,37.46580773,다사254410,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000005,장소,문화시설,10253586,국도복합영화관,,,100202,일반극장/영화관,4513011700100120001,전라북도,군산시,개복동,,12-1,4513011700,4513053000,451303268070,아리랑로,9,126.7147453,35.98454068,다마292767,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000006,장소,문화시설,10253597,예당시네마,,,100202,일반극장/영화관,4721010100103770018,경상북도,영주시,영주동,,377-18,4721010100,4721055000,472104727058,구성로350번길,24,128.6242353,36.82384657,마바002701,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000007,장소,문화시설,10253603,안동극장,,,100202,일반극장/영화관,4717010200101820002,경상북도,안동시,서부동,,182-2,4717010200,4717051000,471704721470,번영길,27,128.7286338,36.5655504,마바099415,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000008,장소,문화시설,10253615,가고파극장,,,100202,일반극장/영화관,2711014800100090001,대구광역시,중구,동성로1가,,9-1,2711014800,2711056500,271103141006,동성로,76,128.5959909,35.87349072,라마989646,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000009,장소,문화시설,10253621,아카데미극장,,,100202,일반극장/영화관,4213010200103490003,강원도,원주시,평원동,,349-3,4213010200,4213051500,421303219056,평원로,20,127.9535348,37.34872988,라사401278,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000010,장소,문화시설,10253623,석계극장,,,100202,일반극장/영화관,1135010200100460001,서울특별시,노원구,월계동,,46-1,1135010200,1135056000,113503005046,화랑로,337,127.0652052,37.6151912,다사616573,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000011,장소,문화시설,10253628,옥포극장,,,100202,일반극장/영화관,4831010600116700000,경상남도,거제시,옥포동,,1670,4831010600,4831055000,483104811304,서간도길,78,128.6876049,34.89050811,마라085557,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000012,장소,문화시설,10253630,아리랑시네센터,,,100202,일반극장/영화관,1129010300105380098,서울특별시,성북구,정릉동,,538-98,1129013300,1129062000,112903107009,아리랑로,82,127.0138988,37.60030482,다사570557,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000013,장소,문화시설,10253632,동보극장,,,100202,일반극장/영화관,2623010300101650002,부산광역시,부산진구,부전동,,165-2,2623010300,2623052000,262302000010,중앙대로,704,129.0595298,35.15551244,마라420855,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000014,장소,문화시설,10253636,다모아극장,,,100202,일반극장/영화관,3011012000100610006,대전광역시,동구,중동,,61-6,3011012000,3011051500,301103164027,태전로,5,127.4307732,36.33117029,다바937148,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000015,장소,문화시설,10253648,명성극장,,,100202,일반극장/영화관,4725010700100010004,경상북도,상주시,남성동,,1-4,4725010700,4725052000,472503311074,왕산로,219-13,128.1621467,36.41513512,라바593243,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000016,장소,문화시설,10253651,명보극장,,,100202,일반극장/영화관,4418010100104220004,충청남도,보령시,대천동,,422-4,4418010100,4418052500,441803252052,중앙로,125,126.5906132,36.35202974,다바184175,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000017,장소,문화시설,10253656,경동극장,,,100202,일반극장/영화관,4812710600100840034,경상남도,창원시 마산회원구,합성동,,84-34,4812710600,4812758000,481272019003,3.15대로,761,128.5832289,35.23980628,라라985943,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000018,장소,문화시설,10253665,시네마월드,,,100202,일반극장/영화관,4613012800100850025,전라남도,여수시,학동,,85-25,4613012800,4613078000,461303282041,선소로,69,127.6671911,34.75898864,라라153405,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000019,장소,문화시설,10253674,세종극장,,,100202,일반극장/영화관,4113310100141630000,경기도,성남시 중원구,성남동,,4163,4113310100,4113351000,411334337265,성남대로1147번길,3,127.1285586,37.43202082,다사671370,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000020,장소,문화시설,10253683,낙원극장,,,100202,일반극장/영화관,1111013700101950003,서울특별시,종로구,낙원동,,195-3,1111013700,1111061500,111104100057,돈화문로5길,34-3,126.9900105,37.57085164,다사549525,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000021,장소,문화시설,10253687,귀빈극장,,,100202,일반극장/영화관,4729011700103630004,경상북도,경산시,중방동,,363-4,4729011700,4729051000,472904739664,중앙로14길,4,128.7341956,35.82203041,마마114590,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000022,장소,문화시설,10253692,대백예술극장,,,100202,일반극장/영화관,2711015700102140000,대구광역시,중구,대봉동,,214,2711015700,2711068000,271103141013,명덕로,333,128.6064295,35.85580366,라마999627,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000023,장소,문화시설,10253694,국도극장,,,100202,일반극장/영화관,4115010100101700011,경기도,의정부시,의정부동,,170-11,4115010100,4115051000,411504343198,시민로131번길,16,127.0501128,37.73871398,다사603711,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000024,장소,문화시설,10253696,바다극장,,,100202,일반극장/영화관,1111015800102140001,서울특별시,종로구,예지동,,214-1,1111015800,1111061500,111103100021,청계천로,187,126.9984868,37.56935431,다사557523,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000025,장소,문화시설,10253697,밀양시네마,,,100202,일반극장/영화관,4827010200115650016,경상남도,밀양시,내이동,,1565-16,4827010200,4827052000,482703336022,백민로,75-1,128.7462022,35.49929133,마마130233,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000026,장소,문화시설,10253702,문화극장,,,100202,일반극장/영화관,4125010300106160002,경기도,동두천시,생연동,,616-2,4125010300,4125051000,412503189004,동광로,66,127.0557885,37.90836986,다사609899,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000027,장소,문화시설,10253714,동화극장,,,100202,일반극장/영화관,3011010200100290004,대전광역시,동구,인동,,29-4,3011010200,3011054500,301103164006,대전천동로,462,127.4355662,36.32320511,다바942139,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000028,장소,문화시설,10253716,동원극장,,,100202,일반극장/영화관,4480025021103240001,충청남도,홍성군,홍성읍,오관리,324-1,4480025021,4480025000,448003262019,조양로,180-9,126.6696283,36.60025082,다바257450,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000029,장소,문화시설,10253717,동성아트홀,,,100202,일반극장/영화관,2711014800100220001,대구광역시,중구,동성로1가,,22-1,2711014800,2711056500,271103141006,동성로,69,128.5956228,35.87292429,라마989645,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000030,장소,문화시설,10253721,창원시네마,,,100202,일반극장/영화관,4812312500100960001,경상남도,창원시 성산구,중앙동,,96-1,4812312500,4812352000,481232327003,중앙대로,95,128.6789114,35.22362119,마라072926,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000031,장소,문화시설,10253727,중앙극장,,,100202,일반극장/영화관,4150010100101630000,경기도,이천시,창전동,,163,4150010100,4150051000,415003207041,영창로,202,127.4450501,37.28078809,다사951202,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000032,장소,문화시설,10253729,중앙극장,,,100202,일반극장/영화관,4311110300101050003,충청북도,청주시 상당구,북문로2가,,105-3,4311110300,4311152500,,,,127.4885738,36.63958231,다바989490,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000033,장소,문화시설,10253737,피카디리극장,,,100202,일반극장/영화관,2611013700100250010,부산광역시,중구,남포동4가,,25-10,2611013900,2611058000,261104175026,구덕로34번길,4,129.0322115,35.09814119,마라396791,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000034,장소,문화시설,10260111,CGV,목동점,,100208,CGV,1147010200109160000,서울특별시,양천구,목동,,916,1147010200,1147051000,114703114001,목동동로,257,126.8749882,37.52655642,다사447476,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000035,장소,문화시설,10300893,탐라극장,,,100202,일반극장/영화관,5011010200108370020,제주특별자치도,제주시,일도이동,,837-20,5011010200,5011052000,501103349113,신산로,82,126.5342559,33.50576654,다다103019,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000036,장소,문화시설,10589529,롯데시네마,강동점,,100209,롯데시네마,1174010800100440001,서울특별시,강동구,성내동,,44-1,1174010800,1174065000,117404172415,천호옛길,85,127.1253315,37.5366453,다사668486,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000037,장소,문화시설,10592764,CGV,창원더시티점,,100208,CGV,4812313700101210000,경상남도,창원시 성산구,대원동,,121,4812313700,4812352000,481232327001,원이대로,320,128.653086,35.2405455,마라049945,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000038,장소,문화시설,10600498,메가박스,영통점,,100212,메가박스,4111710500109600001,경기도,수원시 영통구,영통동,,960-1,4111710500,4111758500,411173177007,봉영로,1579,127.0718954,37.25299459,다사620172,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000039,장소,문화시설,10606792,구미자동차극장,,,100207,자동차전용극장,4719025331104910078,경상북도,구미시,고아읍,원호리,491-78,4719025331,4719025300,,,,128.3237414,36.16395843,라마740966,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000040,장소,문화시설,10805267,롯데시네마,동성로점,,100209,롯데시네마,2711012300100660001,대구광역시,중구,문화동,,66-1,2711012100,2711056500,271104223084,동성로2길,95,128.5969236,35.87022342,라마990642,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000041,장소,문화시설,11176917,CGV,압구정점,,100208,CGV,1168010700106020000,서울특별시,강남구,신사동,,602,1168010700,1168054500,116804166516,압구정로30길,45,127.0294042,37.52435733,다사584473,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000042,장소,문화시설,11177160,CGV,왕십리점,,100208,CGV,1120010700101680151,서울특별시,성동구,행당동,,168-151,1120010700,1120056000,112003103005,왕십리광장로,17,127.0381551,37.56193879,다사592514,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000043,장소,문화시설,11183720,CGV,센텀시티점,,100208,CGV,2635010500114950000,부산광역시,해운대구,우동,,1495,2635010500,2635052000,263502133001,센텀남대로,35,129.1292993,35.16881162,마라483871,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000044,장소,문화시설,11250298,롯데시네마,동래점,,100209,롯데시네마,2626010800105020003,부산광역시,동래구,온천동,,502-3,2626010800,2626056000,262602000010,중앙대로,1393,129.077521,35.21107361,마라435917,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000045,장소,문화시설,11258153,CGV,평택점,,100208,CGV,4122011300101850579,경기도,평택시,평택동,,185-579,4122011300,4122059000,412203188122,평택로,51,127.0857779,36.99098979,다바631881,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000046,장소,문화시설,11272350,CGV,송파점,,100208,CGV,1171010800106340000,서울특별시,송파구,문정동,,634,1171010800,1171064200,117103123017,충민로,66,127.1258204,37.47710306,다사669420,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000047,장소,문화시설,11282061,CGV,원주점,,100208,CGV,4213011000108770001,강원도,원주시,단계동,,877-1,4213011000,4213059000,421302219001,서원대로,171,127.9307418,37.34505269,라사381274,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000048,장소,문화시설,11282700,메가박스,원주점,,100212,메가박스,4213011000108730000,강원도,원주시,단계동,,873,4213011000,4213059000,421302219001,서원대로,165-3,127.9297614,37.34502796,라사380274,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000049,장소,문화시설,11285204,CGV,성신여대입구점,,100208,CGV,1129011600100010002,서울특별시,성북구,동선동1가,,1-2,1129011600,1129057500,112903107003,동소문로,106,127.0169505,37.59258382,다사573549,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000050,장소,문화시설,11297750,떼아뜨로중구,,,100202,일반극장/영화관,2711011400101000003,대구광역시,중구,종로2가,,100-3,2711011400,2711057500,271103141010,종로,30,128.5919491,35.86849537,라마985640,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000051,장소,문화시설,11367974,롯데시네마,신림점,,100209,롯데시네마,1162010200116410002,서울특별시,관악구,신림동,,1641-2,1162010200,1162064500,116203120005,신림로,330,126.9302971,37.48404826,다사496429,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000052,장소,문화시설,11368077,KT&G상상마당시네마,,,100202,일반극장/영화관,1144012000103670005,서울특별시,마포구,서교동,,367-5,1144012000,1144066000,114403113015,어울마당로,65,126.9210838,37.55098348,다사488503,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000053,장소,문화시설,11368096,시네마테크KOFA,,,100202,일반극장/영화관,1144012700116020000,서울특별시,마포구,상암동,,1602,1144012700,1144074000,114404139549,월드컵북로,400,126.8899563,37.58038767,다사461536,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000054,장소,문화시설,11368113,아트하우스모모,,,100202,일반극장/영화관,1141011200100110001,서울특별시,서대문구,대현동,,11-1,1141011200,1141058500,114104136322,이화여대길,52,126.9468029,37.56142603,다사511514,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000055,장소,문화시설,11368117,필름포럼,,,100202,일반극장/영화관,1141011300100850000,서울특별시,서대문구,대신동,,85,1141011300,1141058500,114103005060,성산로,527,126.944083,37.56376063,다사509517,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000056,장소,문화시설,11368149,실버영화관,,,100202,일반극장/영화관,1111013700102880000,서울특별시,종로구,낙원동,,288,1111013700,1111061500,111102100001,삼일대로,428,126.9880136,37.5727571,다사547527,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000057,장소,문화시설,11368156,메가박스,동대문점,,100212,메가박스,1114014800100180021,서울특별시,중구,을지로6가,,18-21,1114014800,1114059000,111403101021,장충단로,247,127.0073312,37.56646452,다사564520,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000058,장소,문화시설,11368243,월드시네마,,,100202,일반극장/영화관,4167010200102730000,경기도,여주시,홍문동,,273,4167010200,4167051000,416704442242,세종로79번길,8,127.6359829,37.29032642,라사120212,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000059,장소,문화시설,11369019,롯데시네마,프리미엄칠곡점,,100209,롯데시네마,2723012300107690001,대구광역시,북구,구암동,,769-1,2723012300,2723074500,272303145052,학정로,422,128.563895,35.94217707,라마959722,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000060,장소,문화시설,11375150,CGV,영등포점,,100208,CGV,1156010500104420000,서울특별시,영등포구,영등포동4가,,442,1156010500,1156053500,115603118024,영중로,15,126.9027135,37.5168438,다사472465,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000061,장소,문화시설,11405660,메가박스,상봉점,,100212,메가박스,1126010200101300003,서울특별시,중랑구,상봉동,,130-3,1126010200,1126059000,112604118146,망우로30길,3,127.0747188,37.59317439,다사624549,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000062,장소,문화시설,11407724,알리바이,서교점,,92005,비디오/DVD감상실,4613011300103250000,전라남도,여수시,서교동,,325,4613011300,4613063500,461303282069,좌수영로,17-1,127.7276866,34.74199519,라라208386,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000063,장소,문화시설,13654501,양평시네마,,,100202,일반극장/영화관,4183025021104220002,경기도,양평군,양평읍,양근리,422-2,4183025021,4183025000,418303217015,양근로,167,127.4890855,37.49115418,다사990435,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000064,장소,문화시설,13661232,롯데시네마,동해점,,100209,롯데시네마,4217010100108630000,강원도,동해시,천곡동,,863,4217010100,4217051000,421703221045,한섬로,111-7,129.1153767,37.52225538,마사427482,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000065,장소,문화시설,13675367,CGV,강릉점,,100208,CGV,4215010900101890000,강원도,강릉시,옥천동,,189,4215010900,4215054000,421503000145,경강로,2120,128.8988575,37.75593826,마사232738,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000066,장소,문화시설,13720519,롯데시네마,경주점,,100209,롯데시네마,4713010600100730002,경상북도,경주시,노동동,,73-2,4713010600,4713051500,471303305007,계림로,83,129.2132238,35.84162278,마마547619,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000067,장소,문화시설,13916154,세민극장,,,100202,일반극장/영화관,4117310200117620013,경기도,안양시 동안구,관양동,,1762-13,4117310200,4117355000,,,,126.9592802,37.4101145,다사521346,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000068,장소,문화시설,13919485,롯데시네마,통영점,,100209,롯데시네마,4822011100109860000,경상남도,통영시,무전동,,986,4822011100,4822070000,482203333019,안개로,37,128.4302995,34.85936014,라라850520,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000069,장소,문화시설,13946939,롯데시네마,대구율하점,,100209,롯데시네마,2714011800111170000,대구광역시,동구,율하동,,1117,2714011800,2714072000,271403142029,안심로,80,128.6940883,35.86788572,마마078641,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000070,장소,문화시설,13947235,롯데시네마,청량리점,,100209,롯데시네마,1123010400105910053,서울특별시,동대문구,전농동,,591-53,1123010400,1123056000,112303105008,왕산로,214,127.0491486,37.58075971,다사601535,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000071,장소,문화시설,13965727,동광극장,,,100202,일반극장/영화관,4125010300108280002,경기도,동두천시,생연동,,828-2,4125010300,4125053500,412503189004,동광로,33,127.0520062,37.90882961,다사606899,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000072,장소,문화시설,14024894,CGV,평촌점,,100208,CGV,4117310200116060000,경기도,안양시 동안구,관양동,,1606,4117310200,4117356600,411734349078,관평로170번길,33,126.9622513,37.39298667,다사524327,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000073,장소,문화시설,14039518,CGV,인천논현점,,100208,CGV,2820011000106460002,인천광역시,남동구,논현동,,646-2,2820011000,2820070000,282004259253,논현로26번길,34,126.7086067,37.40229578,다사299339,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000074,장소,문화시설,14106181,서귀포관광극장,,,100202,일반극장/영화관,5013010100105190000,제주특별자치도,서귀포시,서귀동,,519,5013010100,5013052000,501303350238,이중섭로,25,126.5643478,33.24581751,다나128731,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000075,장소,문화시설,14106543,롯데시네마,서면점,,100209,롯데시네마,2623010200106680001,부산광역시,부산진구,전포동,,668-1,2623010200,2623060000,262303129010,동천로,92,129.0627437,35.15723474,마라423857,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000076,장소,문화시설,14118336,한누리시네마,,,100202,일반극장/영화관,4574025027104740000,전라북도,장수군,장수읍,두산리,474,4574025027,4574025000,457403276041,한누리로,393,127.5183257,35.64083407,라마016382,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000077,장소,문화시설,14120526,시네하우스극장,,,100202,일반극장/영화관,5011010100111480002,제주특별자치도,제주시,일도일동,,1148-2,5011010100,5011051000,501103349056,동문로,16,126.5283337,33.51278184,다다097027,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000078,장소,문화시설,14124045,메가박스,킨텍스점,,100212,메가박스,4128710400126020000,경기도,고양시 일산서구,대화동,,2602,4128710400,4128758000,412873192096,호수로,817,126.751987,37.66795442,다사340634,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000079,장소,문화시설,14124840,롯데시네마,시화점,,100209,롯데시네마,4139013200123270002,경기도,시흥시,정왕동,,2327-2,4139013200,4139058900,413904397200,마유로418번길,10,126.7417824,37.35135156,다사328283,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000080,장소,문화시설,14145974,롯데시네마,진접점,,100209,롯데시네마,4136025328110810002,경기도,남양주시,진접읍,금곡리,1081-2,4136025328,4136025300,413603197065,해밀예당1로,36,127.1866795,37.71203791,다사723680,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000081,장소,문화시설,14159528,CGV,동탄점,,100208,CGV,4159012700100960000,경기도,화성시,반송동,,96,4159012700,4159058500,415903210027,동탄중앙로,220,127.0693595,37.20519049,다사617119,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000082,장소,문화시설,14175067,DVD시네마영화관,,,92005,비디오/DVD감상실,2626010900100920036,부산광역시,동래구,사직동,,92-36,2626010900,2626059000,262603130010,사직북로,3,129.0606425,35.1961831,마라420901,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000083,장소,문화시설,14194524,롯데시네마,마산점,,100209,롯데시네마,4812710600102670000,경상남도,창원시 마산회원구,합성동,,267,4812710600,4812759000,481274790358,합성남로,3,128.5833128,35.23856458,라라985942,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000084,장소,문화시설,14209421,효성극장,,,100202,일반극장/영화관,2824510100103020011,인천광역시,계양구,효성동,,302-11,2824510100,2824560200,282453008033,안남로,472,126.7109588,37.52505542,다사302475,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000085,장소,문화시설,14212263,피카디리극장,,,100202,일반극장/영화관,4615012000100080002,전라남도,순천시,남내동,,8-2,4615012000,4615062000,461503283014,시민로,47,127.4860181,34.95403564,다라987621,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000086,장소,문화시설,14221389,시네극장,,,100202,일반극장/영화관,4136036025100920000,경기도,남양주시,조안면,삼봉리,92,4136036025,4136036000,413604391374,북한강로855번길,138,127.3270934,37.60230383,다사847558,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000087,장소,문화시설,14293786,메가박스,세종점,,100212,메가박스,3611025024100240001,세종특별자치시,세종시,조치원읍,교리,24-1,3611025024,3611025000,361103258013,새내로,122,127.2981669,36.60287927,다바819450,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000088,장소,문화시설,14381432,롯데시네마,부천점,,100209,롯데시네마,4119010800111410002,경기도,부천시,중동,,1141-2,4119010800,4119074200,411903000065,길주로,280,126.7732071,37.50289486,다사357450,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000089,장소,문화시설,14410971,로데오DVD방,,,92005,비디오/DVD감상실,3017010300100500006,대전광역시,서구,도마동,,50-6,3017010300,3017053000,301703166015,도마로,2,127.3704642,36.32244476,다바883139,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000090,장소,문화시설,14499943,디포시네마,,,92005,비디오/DVD감상실,2917010700101610048,광주광역시,북구,용봉동,,161-48,2917010700,2917059000,291703162056,우치로,80,126.9128885,35.17466696,다라465867,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000091,장소,문화시설,14501680,시네마엠디비디방,,,92005,비디오/DVD감상실,2729010200104960010,대구광역시,달서구,두류동,,496-10,2729010200,2729055000,272904241075,달구벌대로344길,34,128.552602,35.85496508,라마950625,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000092,장소,문화시설,14508055,팝스디브이디,아주대점,,92005,비디오/DVD감상실,4111710200100220001,경기도,수원시 영통구,원천동,,22-1,4111710200,4111755000,411173176009,아주로,34,127.0440502,37.27785549,다사595199,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000093,장소,문화시설,14508919,스타워즈,,,92005,비디오/DVD감상실,4511310500112640024,전라북도,전주시 덕진구,덕진동1가,,1264-24,4511310500,4511357000,451134601133,명륜3길,18-2,127.1280241,35.84254226,다마664607,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000094,장소,문화시설,14623019,멀티플러스,장흥점,,100202,일반극장/영화관,4680025037107200070,전라남도,장흥군,장흥읍,건산리,720-70,4680025037,4680025000,468003292043,중앙로,43,126.90744,34.67977542,다라457318,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000095,장소,문화시설,14641393,팝스DVD,,,92005,비디오/DVD감상실,1159010100101170020,서울특별시,동작구,노량진동,,117-20,1159010100,1159051000,115904157191,만양로14가길,26,126.9449709,37.51275202,다사509460,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
